NOCCODE,OperatorPublicName,RefNm,OpNm,Licence,TLRegOwn,Mode,ManDivNm,GpNme,EBSRAgent,LO,SW,WM,WA,YO,NW,NE,SC,SE,EA,EM,NI,NX,Megabus,"New Bharat",Terravision,NCSD,Easybus,Yorks_RT,"Travel Enq",Comment,AuditDate,AuditEditor,AuditComment,Duplicate,"Date Ceased","Cessation Comment"
SPNG,"Springfield Bus & Coach","Springfield Bus & Coach","The Springfield Bus & Coach Co Ltd",PC1069690,NW,Bus,"The Springfield Bus & Coach Co Ltd,",NoGroup_BusMode,,,,,,,SPNG,,,,,,,,,,,,,,,,"2016-09-09 00:00:00","Amy Brown","Replaced Trapeze code with new local code",Dup,,
SPNG,"Springfield Bus & Coach","Springfield Bus & Coach","The Springfield Bus & Coach Co Ltd",PC1069690,NW,Bus,"The Springfield Bus & Coach Co Ltd,",NoGroup_BusMode,,,,,,,2752,,,,,,,,,,,,,,,,"2016-09-19 00:00:00","Amy Brown","Added old local code back in",,,
SPOT,"Spot Hire","Spot Hire (Maidstone)","Roger Norman Young",PK0000565,SE,Bus,"Roger Norman Young,",NoGroup_BusMode,,,,,,,,,,SPOT,,,,,,,,,,,,,"2013-09-20 00:00:00","John Prince","Swap Public Name and Reference Name",OK,,
SPRM,"Supertravel Minicoaches","Supertravel Minicoaches","Graham Bolderson",PC0001070,NW,Bus,"Graham Bolderson,",NoGroup_BusMode,,,,,,,,,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,"2015-09-23 00:00:00","Operator Ceased for John McCabe"
SPRN,"Spirit Buses",,"Spirit Buses Ltd",PB1129385,NE,Bus,"Spirit Buses Ltd,",NoGroup_BusMode,,,,,,,,SPR,,,,,,,,,,,,,,,"2014-09-30 00:00:00","John Prince","Added for Stuart Reynolds, confirmed by Amy Armstrong",OK,,
SPRO,"Supertravel Omnibus Ltd.","Supertravel Omnibus Ltd.","Supertravel Omnibus Ltd",PC1003130,NW,Bus,"Supertravel Omnibus Ltd,",NoGroup_BusMode,,,,,,,,,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,"2015-09-23 00:00:00","Operator Ceased for John McCabe"
SPSV,"Southdown PSV","Southdown PSV","Southdown Psv Ltd",PK1007823,SE,Bus,"Southdown Psv Ltd,",NoGroup_BusMode,,SPSV,,,,,,,,SPSV,,,,,,,,,,,,,"2013-09-20 00:00:00","John Prince","Swap Public Name and Reference Name",OK,,
SPTR,"Strathclyde Partnership for Transport","Strathclyde Partnership for Transport","Strathclyde Partnership for Transport",,SC,Bus,"Strathclyde Partnership for Transport,",NoGroup_BusMode,,,,=QY,SPTR,,,SPTU,SPT,,,,,,,,,,,,,"Marketing name for many operators","2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,,
SPWT,"Speedwell Bus (Hyde, Cheshire)","Speedwellbus Limited","Speedwellbus Ltd",PC1061974,NW,Bus,"Speedwellbus Ltd,",NoGroup_BusMode,,,,,,,,,,,,,,,,,,,,,,,"2010-03-31 00:00:00","Mark Fell","Intial NOC Build",OK,"2015-09-23 00:00:00","Operator Ceased for John McCabe"
SQCL,"Squirrels Coaches (Liverpool)","Squirrels Coaches (Liverpool)","Squirrels Coaches (Liverpool)",,NW,Bus,"Squirrels Coaches (Liverpool),",NoGroup_BusMode,,,,,,,,,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,"2015-09-23 00:00:00","Operator Ceased for John McCabe"
SRLN,Sureline,Sureline,"Mabberley Limited",PH1007635,SW,Bus,"Mabberley Limited,",NoGroup_BusMode,,,MU,,,,,,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,"2015-07-03 00:00:00","Data cleanse for Andy Hole"
SSHF,"Andrews (Sheffield) Ltd","Stagecoach in Sheffield","Andrews (Sheffield) Ltd",PB0001423,YO,Bus,"Stagecoach Yorkshire,",Stagecoach,Stagecoach,,,,,XXX,,,,,,,,,,,,,,,,,"2016-08-10 00:00:00","Steven Penn","Removed EM code for David Dyson",OK,"2013-08-30 00:00:00","Initial Cessation"
SSPH,"Stagecoach East Scotland","Stagecoach East Scotland","Fife Scottish Omnibuses Ltd",PM0000004,SC,Bus,"Stagecoach East Scotland,",Stagecoach,Stagecoach,,,,,,,,SPH,,,,,,,,,,,,,,"2014-04-02 00:00:00","J Prince","Allocate new NOC to allow filtering out of NCSD in Scotland",OK,,
SSPH,"Stagecoach East Scotland","Stagecoach East Scotland","Fife Scottish Omnibuses Ltd",PM0000004,SC,Bus,"Stagecoach East Scotland,",Stagecoach,,,,,,,,,SSPH,,,,,,,,,,,,,,,,,,,
SSSN,"SS Suncruisers","SS Suncruisers","SHORELINE SUNCRUISER BUSES LTD",PB1138868,YO,Bus,"SHORELINE SUNCRUISER BUSES LTD,",NoGroup_BusMode,,,,,,SUN,,,,,,,,,,,,,,,,,"2019-03-20 00:00:00","Amy Brown","Updated licence information",OK,,
SSTF,"South Staffordshire Transport","South Staffordshire Transport","South Staffordshire Transport",,WM,Bus,"South Staffordshire Transport,",NoGroup_BusMode,,,,,,,,,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,,
SSTL,"Severnside Transport Ltd","Severnside Transport Ltd","Severnside Transport Ltd",PH1083256,SW,Bus,"Severnside Transport Ltd,",NoGroup_BusMode,,,SST,,,,,,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,,
SSTR,"S and S Travel Services","SS Travel Services","S & S Travel Services Ltd",PC1079924,NW,Bus,"S & S Travel Services Ltd,",NoGroup_BusMode,,,,,,,SST,,,,,,,,,,,,,,,,"2016-09-09 00:00:00","Amy Brown","Replaced Trapeze code with new local code",OK,,
SSTR,"S and S Travel Services","SS Travel Services","S & S Travel Services Ltd",PC1079924,NW,Bus,"S & S Travel Services Ltd,",NoGroup_BusMode,,,,,,,,,,,,,,,,,,,,,,,"2016-09-09 00:00:00","Amy Brown","Replaced Trapeze code with new local code",Dup,,
SSTY,"Stagecoach East Scotland","Stagecoach East Scotland","Fife Scottish Omnibuses Ltd",PM0000004,SC,Bus,"Stagecoach East Scotland,",Stagecoach,Stagecoach,,,,,,,,STY,,,,,,,,,,,,,,"2014-04-02 00:00:00","J Prince","Allocate new NOC to allow filtering out of NCSD in Scotland",OK,,
SSTY,"Stagecoach East Scotland","Stagecoach East Scotland","Fife Scottish Omnibuses Ltd",PM0000004,SC,Bus,"Stagecoach East Scotland,",Stagecoach,,,,,,,,,SSTY,,,,,,,,,,,,,,,,,,,
SSWL,"Stagecoach South Wales","Stagecoach South Wales","Red & White Services Ltd",PG0006630,WA,Bus,"Stagecoach South Wales,",Stagecoach,Stagecoach,,,,SSWL,,,,,,,,,,,,,,,,,,"2013-04-23 00:00:00","John Prince","Change Public Name for Chas Allen and Licence Name",OK,,
SSWL,"Stagecoach South Wales","Stagecoach South Wales","Red & White Services Ltd",PG0006630,WA,Bus,"Stagecoach South Wales,",Stagecoach,Stagecoach,,SR,SSW,SSWL,,,,,,,,,,,,,,,,,"Also had a second Traveline Cymru code of GW000 (Glyn Williams)","2013-07-16 00:00:00","John Prince","Change Public Name for Chas Allen and Licence Name",Dup,,
SSWL,"Stagecoach South Wales","Stagecoach South Wales","Red & White Services Ltd",PG0006630,WA,Bus,"Stagecoach South Wales,",Stagecoach,Stagecoach,,,,SSWL,,,,,,,,,,,,,,,,,"Also had a second Traveline Cymru code of GW000 (Glyn Williams)","2014-03-24 00:00:00","John Prince","Add four char version of local code",OK,,
SSWN,"Stagecoach West",Stagecoach,"Cheltenham & Gloucester Omnibus Co Ltd",PH0005031,SW,Bus,"Stagecoach West,",Stagecoach,Stagecoach,,SS,SWD,SSWN,,,,,SSWN,,,,,,,,,,,,,"2017-01-13 00:00:00","Amy Brown","Added W code",OK,,
SSWN,"Stagecoach West",Stagecoach,"Cheltenham & Gloucester Omnibus Co Ltd",PH0005031,SW,Bus,"Stagecoach West,",Stagecoach,,,SSWN,,,,,,,,,,,,,,,,,,,,,,,,,
STAC,"Stamps Coaches",,"Kevin William Crudge & Susan Crudge",PH0006635,SW,Bus,"Kevin William Crudge & Susan Crudge",NoGroup_BusMode,,,SC,,,,,,,,,,,,,,,,,,,,"2021-05-19 00:00:00","Amy Brown","Added for Andy Hole",,,
STAR,"Star Travel","Star Travel (Hussein of Aylesbury)","Shahzad Hussain & Partners",PF1021764,SE,Bus,"Shahzad Hussain & Partners,",NoGroup_BusMode,,,STAR,,,,,,,STAR,,,,,,,,,,,,,"2015-06-15 00:00:00","John Prince","Data cleanse for David Dyson",OK,,
STBC,"Southern Transit","Southern Transit Bus Company","Neil Douglas Bird",PK1080038,SE,Bus,"Neil Douglas Bird,",NoGroup_BusMode,,,,,,,,,,STBC,,,,,,,,,,,,,"2013-09-20 00:00:00","John Prince","Swap Public Name and Reference Name",OK,,
STBL,"Stratford Blue Travel Ltd (City Sightseeing)","Stratford Blue","Stratford Blue Travel Ltd",PD0001834,WM,Bus,"Stratford Blue Travel Ltd,",NoGroup_BusMode,,,,SBT,,,,,,,,,,,,,,,,,,,"2010-03-31 00:00:00","Mark Fell","Intial NOC Build",OK,"2007-02-05 00:00:00","Ceased for Gary Leek"
STCB,"Star Cabs",,"Star Cabs",PF1134589,EA,Bus,"Star Cabs",NoGroup_BusMode,,,STCB,,,,,,,STCB,STCB,,,,,,,,,,,"Created for Stuart Reynolds","2016-07-26 00:00:00","Steven Penn",,,,
STCH,"Stuarts Coaches","Stuarts Coaches","David Stuart & Lisa Painter",PF1082797,EM,Bus,"David Stuart & Lisa Painter,",NoGroup_BusMode,,,,,,,,,,,,STCH,,,,,,,,,,,"2013-09-20 00:00:00","John Prince","Swap Public Name and Reference Name",OK,"2015-08-24 00:00:00","Ceased for David Simpson"
STCR,"Stagecoach Merseyside and South Lancashire","Stagecoach in Chester","Ribble Motor Services Ltd",PC1033334,NW,Bus,"Stagecoach Merseyside & South Lancashire,",Stagecoach,Stagecoach,,,,STCR,,STCR,,,,,,,,,,,,,,,,"2021-09-15 00:00:00","Amy Brown",,OK,,
STDD,"Stoddards (Stoke on Trent)","P Stoddard & Sons Ltd","Stoddards Ltd",PD1026274,WM,Bus,"Stoddards Ltd,",NoGroup_BusMode,,,,STD,,,,,,,,,,,,,,,,,,,"2010-03-31 00:00:00","Mark Fell","Intial NOC Build",OK,,
STDT,"Bus & Coach Wales (Cymru)","St David's Travel","Heart Of Wales Bus & Coach Ltd",PG1067802,WA,Bus,"Heart Of Wales Bus & Coach Ltd,",NoGroup_BusMode,,,,,STDT,,,,,,,,,,,,,,,,,,"2010-03-31 00:00:00","Mark Fell","Intial NOC Build",OK,,
STEK,"Steve Keats of Sheffield","Steve Keats of Sheffield","Stephen William Keats",PB0004252,YO,Bus,"Stephen William Keats,",NoGroup_BusMode,,,,,,KTS,,,,,,,,,,,,,,,,,"2020-10-06 00:00:00",,,OK,,
STEP,"Stephensons of Easingwold","Stephensons of Easingwold","Stephenson's Of Easingwold Ltd",PB1010181,YO,Bus,"Stephenson's Of Easingwold Ltd,",NoGroup_BusMode,,,,,,STE,,SOE,,,,,,,,,,,,SE,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,,
STEW,"Stewarts Coaches","Stewarts of Mortimer","Stewarts Coaches Limited",PH1015848,SE,Bus,"Stewarts Coaches Limited,","National Express Group PLC",,,,,,,,,,STEW,,,,,,,,,,,,,"2015-06-15 00:00:00","John Prince","Data cleanse for David Dyson",OK,,
STFW,"Staffwise plc","Staffwise plc","Staffwise Plc",PK1077676,SE,Bus,"Staffwise Plc,",NoGroup_BusMode,,,,,,,,,,,,,,,,,,,,,,,"2013-09-20 00:00:00","John Prince","Swap Public Name and Reference Name",OK,,
STGA,"Stanley Gath Travel","Stanley Gath Travel","Stanley Gath Travel Ltd",PB1143429,YO,Bus,"Stanley Gath Travel Ltd",NoGroup_BusMode,,,,,,SGT,,,,,,,,,,,,,,,,,"2017-05-11 00:00:00","Amy Brown","Added for Natalie Armitage",,,
STGM,"sxconnect (operated by Arriva)","Network Harlow/TGM/Arriva","TGM Group Limited",PF1092908,SE,Bus,"TGM Group Limited,",NoGroup_BusMode,,,,,,,,,,STGM,,,,,,,,,,,,,"2013-09-20 00:00:00","John Prince","Swap Public Name and Reference Name",OK,"2018-04-26 00:00:00",
STGS,"Stagecoach West Scotland","Stagecoach in Glasgow","Western Buses Ltd",PM0000008,SC,Bus,"Stagecoach South West Scotland,",Stagecoach,Stagecoach,,,,,,,,STGS,,,,,,,,,,,,,,"2021-09-15 00:00:00","Amy Brown",,OK,,
STHL,"Star Travel Holidays Ltd","Star Travel Holidays Ltd","Star Travel (Holidays) Ltd",PB0004317,YO,Bus,"Star Travel (Holidays) Ltd,",NoGroup_BusMode,,,,,,STA,,,,,,,,,,,,,,STA,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,,
STHS,"G B Smith",Smiths,"G B Smith",,NW,Bus,"G B Smith               ,",NoGroup_BusMode,,,,,,,,,,,,,,,,,,,,,,,"2010-03-31 00:00:00","Mark Fell","Intial NOC Build",OK,"2015-09-23 00:00:00","Operator Ceased for John McCabe"
STIV,"St Ives Minibus Services","St Ives Minibus Services","St. Ives Bus Co. Ltd",PH1053866,SW,Bus,"St. Ives Bus Co. Ltd,",NoGroup_BusMode,,,SI,,,,,,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,,
STKS,"William Stokes & Sons (Lanark)","William Stokes & Sons","William Stokes & Sons Ltd",PM0000018,SC,Bus,"William Stokes & Sons Ltd,",NoGroup_BusMode,,,,,,,,,,,,,,,,,,,,,,,"2010-03-31 00:00:00","Mark Fell","Intial NOC Build",OK,"2015-10-01 00:00:00","Licence ceased for Stuart McNeil"
STLA,"Stagecoach Cumbria and North Lancashire",Stagecoach,"Stagecoach (North West) Ltd",PC0002407,NW,Bus,"Stagecoach Cumbria & North Lancashire,",Stagecoach,Stagecoach,,,,,SR,,,,,,,,,,,,,,SR,,,"2017-02-03 00:00:00","Amy Brown","Moved local code STL to SCMB",OK,"2014-01-29 00:00:00","Deleted for Chas Allen"
STLN,"Starliner (Bromsgrove)",Starliner,"Starliner (Bromsgrove)",,WM,Bus,"Starliner (Bromsgrove),",NoGroup_BusMode,,,,STA,,,,,,,,,,,,,,,,,,,"2010-03-31 00:00:00","Mark Fell","Intial NOC Build",OK,,
STMB,"Steam Bus Company","Steam Bus Company","Stuart Harrison",PC1037192,NE,Bus,"Stuart Harrison,",NoGroup_BusMode,,,,,,,,STM,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,,
STMC,"Stacey's Mini Coaches (Carlisle)","Stacey's Mini Coaches","Carol Barnes",PC1017988,NE,Bus,"Carol Barnes,",NoGroup_BusMode,,,,,,,,SMC,,,,,,,,,,,,,,,"2010-03-31 00:00:00","Mark Fell","Intial NOC Build",OK,,
STNE,"Stanley Travel",,"Stanley Travel (North East) Ltd",PB1107575,NE,Bus,"Stanley Travel (North East) Ltd,",NoGroup_BusMode,,,,,,,,STL,,,,,,,,,,,,,,,"2013-08-06 00:00:00","John Prince","Added for NE for Amy",OK,,
STNT,"Stanley Travel","Stanley Travel","Stanley Travel (North East) Ltd",PB1144075,NE,Bus,"Stanley Travel (North East) Ltd,",NoGroup_BusMode,,,,,,,,STNT,,,,,,,,,,,,,,,"2021-08-20 00:00:00","Amy Brown",,,,
STNX,"Station Taxis","Station Taxis (Sunderland) Ltd","Station Taxis (Sunderland) Ltd",PB1075413,NE,Bus,"Station Taxis (Sunderland) Ltd,",NoGroup_BusMode,,,,,,,,STN,,,,,,,,,,,,,,,"2010-03-31 00:00:00","Mark Fell","Intial NOC Build",OK,,
STNY,"Stanways Coaches","Stanways Coaches","David Elliott & Paul richman",PD1056673,WM,Bus,"David Elliott & Paul richman,",NoGroup_BusMode,,,,STW,,,STN,,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,,
STON,"Stonehouse Coaches","Stonehouse Coaches","Stonehouse Coaches Ltd",PM1049208,SC,Bus,"Stonehouse Coaches Ltd,",NoGroup_BusMode,,,,,,,,,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,"2015-10-01 00:00:00","Licence ceased for Stuart McNeil"
STOT,"Stotts Tours","Stotts Tours (Oldham)","Stotts Tours (Oldham) Ltd",PC0001909,NW,Bus,"Stotts Tours (Oldham) Ltd,",NoGroup_BusMode,,,,,,,STOT,,,,,,,,,,,,,,,,"2017-12-07 00:00:00","Amy Brown",,OK,,
STOT,"Stotts Tours","Stotts Tours (Oldham)","Stotts Tours (Oldham) Ltd",PC0001909,NW,Bus,"Stotts Tours (Oldham) Ltd,",NoGroup_BusMode,,,,,,,STO,,,,,STOT,,,,,,,,,,,"2016-09-09 00:00:00","Amy Brown","Replaced Trapeze code with new local code",Dup,,
STPD,"Stepend Travel","Stepend Travel","Stepend Coaches Ltd",PM1087168,SC,Bus,"Stepend Coaches Ltd,",NoGroup_BusMode,,,,,,,,,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,"2015-10-01 00:00:00","Licence ceased for Stuart McNeil"
STPN,"Stepend Coaches","Stepend Coaches","Stuart Chapman",PM0002154,SC,Bus,"Stuart Chapman,",NoGroup_BusMode,,,,,,,,,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,,
STRM,Streamline,Streamline,"Inderjeet Chahal",PB1100689,YO,Bus,"Inderjeet Chahal,",NoGroup_BusMode,,,,,,STL,,,,,,,,,,,,,,STL,,,"2012-05-15 00:00:00","John Prince","Add for Yorkshire",OK,,
STRT,"Stratos Travel","Owens Of Oswestry Coaches Ltd","Owens Of Oswestry Coaches Ltd",PG0007530,WA,Bus,"Owens Of Oswestry Coaches Ltd,",NoGroup_BusMode,,,,,STRT,,,,,,,,,,,,,,,,,,"2010-03-31 00:00:00","Mark Fell","Intial NOC Build",OK,,
STSS,"Sinclairs Taxis",,"Sinclair's Taxis Ltd",PM1135671,SC,Bus,"Sinclair's Taxis Ltd,",NoGroup_BusMode,,,,,,,,,STS,,,,,,,,,,,,,,"2015-10-15 00:00:00","John Prince","Added for Stuart McNeill",OK,,
STTR,"Stevenson's Travel","Stevenson's Travel","Stevenson's Travel",,YO,Bus,"Stevenson's Travel",NoGroup_BusMode,,,,,,ST,,,,,,,,,,,,,,,,,"2017-03-13 00:00:00","Amy Brown","Added for Yorkshire Data",,,
STUR,"Stuart's Coaches","Stuart's Coaches","Stuarts Coaches Ltd",PM1029048,SC,Bus,"Stuarts Coaches Ltd,",NoGroup_BusMode,,,,,,,,,STU,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,,
STVN,"Steventon Transport","Steventon Transport","Steventon Transport Services Ltd",PH0006059,SW,Bus,"Steventon Transport Services Ltd,",NoGroup_BusMode,,,STV,,,,,,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,"2015-07-03 00:00:00","Seasonal? for Andy Hole"
STWD,"Stagecoach West","Stagecoach in Wye & Dean","Cheltenham & Gloucester Omnibus Co Ltd",PD0001847,WM,Bus,"Stagecoach West,",Stagecoach,Stagecoach,,RW,STWD,STWD,,,,,,,,,,,,,,,,,,"2021-09-06 00:00:00","John Prince","Move WM code to SSWN",OK,,
STWR,"Stagecoach Merseyside and South Lancashire","Stagecoach in Wirral","Ribble Motor Services Ltd",PC1033334,NW,Bus,"Stagecoach Merseyside & South Lancashire,",Stagecoach,Stagecoach,,,,,,STWR,,,,,,,,,,,,,,,,"2021-09-15 00:00:00","Amy Brown",,OK,,
STWS,"Stagecoach West Scotland","Stagecoach West Scotland","Western Buses Ltd",PM0000008,SC,Bus,"Stagecoach South West Scotland,",Stagecoach,Stagecoach,,,,,,SWS,SWS,STW,,,,,,,,,,,,,,"2016-09-08 00:00:00","Amy Brown","Added code to NW",OK,,
STWS,"Stagecoach West Scotland","Stagecoach West Scotland","Western Buses Ltd",PM0000008,SC,Bus,"Stagecoach South West Scotland,",Stagecoach,Stagecoach,,,,,,,WST,STWS,,,,,,,,,,,,,,"2013-07-18 00:00:00","J Prince","WST Reinstated AS second NE CODE for P Stoner",Dup,,
STWT,"Stewart Enterprises (Carlisle)",Stewart,"William Stewart",PC0000138,NE,Bus,"William Stewart,",NoGroup_BusMode,,,,,,,,STE,,,,,,,,,,,,,,,"2010-03-31 00:00:00","Mark Fell","Intial NOC Build",OK,,
STWY,"Starways Coaches",Starways,"Starways Coaches",,NW,Bus,"Starways Coaches                                ,",NoGroup_BusMode,,,,,,,,,,,,,,,,,,,,,,,"2010-03-31 00:00:00","Mark Fell","Intial NOC Build",OK,"2015-09-23 00:00:00","Operator Ceased for John McCabe"
STYL,"Style Travel (Mold)","Style Travel","Alan Desmond Holden",PG0007299,WA,Bus,"Alan Desmond Holden,",NoGroup_BusMode,,,,,STYL,,,,,,,,,,,,,,,,,,"2010-03-31 00:00:00","Mark Fell","Intial NOC Build",OK,"2015-07-17 00:00:00","Ceased for Debra Glaves"
SULV,"Sullivan Buses","Sullivan Buses (Hertfordshire)","Sullivan Bus & Coach Ltd",PF0002431,SE,Bus,"Sullivan Bus & Coach Ltd,",NoGroup_BusMode,,SC,,,,,,,,SULV,,,,,,,,,,,,,"2013-09-20 00:00:00","John Prince","Swap Public Name and Reference Name",OK,,
SULV,"Sullivan Buses","Sullivan Buses (Hertfordshire)","Sullivan Bus & Coach Ltd",PF0002431,SE,Bus,"Sullivan Bus & Coach Ltd,",NoGroup_BusMode,,SN,,,,,,,,,,,,,,,,,,,,,"2017-05-23 00:00:00","Amy Brown","Added local code SN",,,
SUMD,"J H Daves & Co, Summerdale Coaches",Summerdale,"David Gerald Davies & Partners",PG0005805,WA,Bus,"David Gerald Davies & Partners,",NoGroup_BusMode,,,,,SUMD,,,SUD,,,,,,,,,,,,,,,"2011-12-23 00:00:00","J Prince","NE CODES ADDED",OK,,
SUNP,"Parmjit Kaur & A K Rhandhwa","Parmjit Kaur & A K Rhandhwa","Parmjit Kaur & A K Rhandhwa",,WM,Bus,"Parmjit Kaur & A K Rhandhwa,",NoGroup_BusMode,,,,SUN,,,,,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,"2008-11-28 00:00:00","Ceased for Gary Leek"
SUNR,"Sunray Travel","Sunray Travel","Sunray Travel Ltd",PK1018048,SE,Bus,"Sunray Travel Ltd,",NoGroup_BusMode,,SUN,,,,,,,,SUNR,,,,,,,,,,,,,"2013-09-20 00:00:00","John Prince","Swap Public Name and Reference Name",OK,"2015-06-15 00:00:00","Data cleanse for David Dyson"
SURR,"Surrey Connect","Surrey Connect","Surrey Connect",,SE,Bus,"Flights Hallmark,",Rotala,,,,,,,,,,,,,,,,,,,,,,,"2013-09-20 00:00:00","John Prince","Swap Public Name and Reference Name",OK,,
SUSC,"Sussex Coaches","Sussex Coaches (Fareham)","Samuel James Ayling",PK0003171,SW,Bus,"Samuel James Ayling,",NoGroup_BusMode,,,,,,,,,,SUSC,,,,,,,,,,,,,"2010-03-31 00:00:00","Mark Fell","Intial NOC Build",OK,,
SVCB,"Soar Valley Community Bus","Soar Valley Community Bus","Soar Valley",AA528,EM,Bus,"Soar Valley,",NoGroup_BusMode,,,,,,,,,,,,SVCB,,,,,,,,,,,"2013-09-20 00:00:00","John Prince","Swap Public Name and Reference Name",OK,,
SVCO,"Swift Valley Coaches","Swift Valley Coaches (Lutterworth)","Simon Clarke & Claire Marie Clarke",PF1044631,EM,Bus,"Simon Clarke & Claire Marie Clarke,",NoGroup_BusMode,,,,SVC,,,,,,,,SVCO,,,,,,,,,,,"2013-09-20 00:00:00","John Prince","Swap Public Name and Reference Name",OK,,
SVCT,"Southern Vectis","Southern Vectis","Go South Coast Ltd",PH1121126,SE,Bus,"Go South Coast Ltd,","Go Ahead Group",,,SV,,,,,,,SVCT,,,,,,,,,,,,,"2013-09-20 00:00:00","John Prince","Swap Public Name and Reference Name",OK,,
SVRN,"Sovereign Limousine and Coach Hire",Sovereign,"Sovereign Limousine and Coach Hire",,NW,Bus,"Sovereign Limousine and Coach Hire         ,",NoGroup_BusMode,,,,,,,,,,,,,,,,,,,,,,,"2010-03-31 00:00:00","Mark Fell","Intial NOC Build",OK,"2015-09-23 00:00:00","Operator Ceased for John McCabe"
SWAA,"D T & L D Bourne","D T & L D Bourne","D T & L D Bourne",,WM,Bus,"D T & L D Bourne,",NoGroup_BusMode,,,,,,,,,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,,
SWAC,"Swansea Council",,"Swansea Council",,WA,Bus,"Swansea Council",NoGroup_BusMode,,,,,SWAC,,,,,,,,,,,,,,,,,,"2020-07-28 00:00:00","Amy Brown","Added for Debra Glaves",,,
SWAN,"Swanbrook Coaches","Swanbrook Coaches","Swanbrook Transport Ltd",PH1010097,SE,Bus,"Swanbrook Transport Ltd,",NoGroup_BusMode,,,SK,SWT,,,,SWC,,SWAN,,,,,,,,,,,,,"2013-09-20 00:00:00","John Prince","Swap Public Name and Reference Name",OK,,
SWAS,Maxibus,,"Andrew Smith",PH1112310,SW,Bus,"Andrew Smith,",NoGroup_BusMode,,,MB,,,,,,,,,,,,,,,,,,,,"2013-08-07 00:00:00","John Prince","Added for Andy Hole",OK,,
SWCO,"South West Coaches","South West Coaches","South West Coaches Ltd",PH0007024,SW,Bus,"South West Coaches Ltd,",NoGroup_BusMode,,,SWC,,,,,,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,,
SWCR,"Swift Cars","Swift Cars","Swift Cars",,NW,Bus,"Swift Cars              ,",NoGroup_BusMode,,,,,,,1733,,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,,
SWEY,"Sweyne Coaches","Sweyne Coaches","Sweyne Coaches Ltd",PB2014949,YO,Bus,"Sweyne Coaches Ltd,",NoGroup_BusMode,,,,,,SWE,,,,,,SWEY,,,,,,,,,,,"2021-12-22 00:00:00","Amy Brown",,OK,,
SWGB,Gardbus,,Gardbus,,SW,Bus,"Gardbus,",NoGroup_BusMode,,,GA,,,,,,,,,,,,,,,,,,,,"2013-08-07 00:00:00","John Prince","Added for Andy Hole",OK,"2015-07-03 00:00:00","Seasonal? for Andy Hole"
SWGG,"Sweeneys Garage","Sweeneys Garage","Thomas A Sweeney & Kathleen A Sweeney",PM0002281,SC,Bus,"Thomas A Sweeney & Kathleen A Sweeney,",NoGroup_BusMode,,,,,,,,,SWG,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,,
SWIG,"Stagecoach Manchester","Stagecoach Manchester","Greater Manchester Buses South Ltd",PC0003081,NW,Bus,"Stagecoach Manchester & Stagecoach Wigan,",Stagecoach,,,,,,,SWIG,,,,,,,,,,,,,,,,"2021-09-15 00:00:00","Amy Brown",,OK,,
